"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate","saledate_clean"
2010,"MINI","Cooper","S","Hatchback","Manual","wmwmf7c57atx45857","ca",45,65563,"white","black","skyhigh remarketing inc",10200,12250,"Wed Feb 25 2015 04:00:00 GMT-0800 (PST)",2015-02-25
2010,"MINI","Cooper","S","Hatchback","Manual","wmwmf7c57atx45857","ca",44,67720,"off-white","black","seyroche auto",9275,9500,"Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)",2015-06-17
2010,"MINI","Cooper","S","Hatchback","Automatic","wmwmf7c5xatz34745","ca",43,84387,"blue","black","high bid trading co inc",8875,9800,"Wed Jan 14 2015 04:15:00 GMT-0800 (PST)",2015-01-14
2010,"MINI","Cooper","S","Hatchback","Automatic","wmwmf7c5xatz34745","ca",4,84518,"blue","black","high bid trading co inc",9075,10250,"Wed Jan 28 2015 04:15:00 GMT-0800 (PST)",2015-01-28
2008,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33558tn67488","nv",42,77672,"red","black","northwest specialty motor co",7275,8600,"Fri Feb 20 2015 04:00:00 GMT-0800 (PST)",2015-02-20
2008,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33558tn67488","nv",42,77679,"red","black","northwest specialty motor co",6525,8200,"Fri Feb 27 2015 04:00:00 GMT-0800 (PST)",2015-02-27
2009,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33559tx33350","mo",19,83122,"red","black","remarketing by ge/meritrust credit union",8600,4900,"Wed Dec 31 2014 10:30:00 GMT-0800 (PST)",2014-12-31
2009,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33559tx33350","mo",19,83129,"red","black","meridian remarketing",7750,4200,"Wed Jan 28 2015 02:30:00 GMT-0800 (PST)",2015-01-28
2008,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33578tn68190","tx",35,71238,"silver","black","d&m leasing",7825,6200,"Fri Feb 13 2015 03:00:00 GMT-0800 (PST)",2015-02-13
2008,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33578tn68190","tx",4,71376,"silver","black","d&m leasing",7550,6000,"Wed Feb 25 2015 02:15:00 GMT-0800 (PST)",2015-02-25
2008,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33578tn68190","tx",4,71401,"silver","black","d&m leasing",7375,5700,"Wed Mar 04 2015 02:15:00 GMT-0800 (PST)",2015-03-04
2008,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33578tn68383","oh",32,45991,"red","black","sullivan auto group llc",8275,10100,"Thu Feb 19 2015 02:30:00 GMT-0800 (PST)",2015-02-19
2008,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33578tn68383","oh",38,46162,"red","Unknown","sullivan auto group llc",8125,9150,"Thu Mar 05 2015 02:30:00 GMT-0800 (PST)",2015-03-05
2009,"MINI","Cooper Clubman","Base","Hatchback","Manual","wmwml33579tp98426","fl",26,73228,"red","black","tim short chevrolet",7750,7200,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2009,"MINI","Cooper Clubman","Base","Hatchback","Manual","wmwml33579tp98426","fl",36,73232,"red","black","sullivan auto group llc",7800,9500,"Thu Feb 19 2015 01:40:00 GMT-0800 (PST)",2015-02-19
2009,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33579tx33656","ca",2,79569,"red","black","jpmorgan chase bank n.a.",8650,5200,"Tue Jan 13 2015 05:00:00 GMT-0800 (PST)",2015-01-13
2009,"MINI","Cooper Clubman","Base","Hatchback","Automatic","wmwml33579tx33656","ca",35,79624,"red","black","american car finance inc",7500,7100,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)",2015-02-11
