"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate","saledate_clean"
2012,"Ram","1500","ST","Crew Cab","Automatic","1c6rd6fpxcs317559","fl",23,84857,"silver","gray","northwestern chrys/j/d/ge",12450,10600,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)",2015-02-11
2012,"Ram","1500","ST","Crew Cab","Automatic","1c6rd6fpxcs317559","fl",23,84861,"silver","gray","remarketing by ge/west financial acceptance",13450,11600,"Wed Feb 18 2015 01:00:00 GMT-0800 (PST)",2015-02-18
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd6ft0cs197123","tx",24,35457,"black","black","regional acceptance corporation / greensboro",18250,15700,"Tue Dec 30 2014 10:30:00 GMT-0800 (PST)",2014-12-30
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd6ft0cs197123","tx",34,35582,"black","black","hopper motorplex inc",18650,18400,"Wed Feb 04 2015 02:15:00 GMT-0800 (PST)",2015-02-04
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd6ft6cs157340","ca",35,53347,"white","black","bob baker jeep",17800,15700,"Wed Feb 18 2015 04:15:00 GMT-0800 (PST)",2015-02-18
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd6ft6cs157340","ca",29,53416,"white","black","skyhigh remarketing inc",17700,18000,"Thu Feb 26 2015 04:00:00 GMT-0800 (PST)",2015-02-26
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd6ft7cs281987","nv",26,35417,"black","brown","rent a vette",18650,18300,"Fri Jan 23 2015 04:00:00 GMT-0800 (PST)",2015-01-23
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd6ft7cs281987","nv",27,35433,"black","tan","remarketing by ge/manheim nevada",19900,17250,"Fri May 22 2015 05:00:00 GMT-0700 (PDT)",2015-05-22
2012,"Ram","1500","SLT","Quad Cab","Automatic","1c6rd6gp1cs193311","va",35,18166,"red","gray","remarketing of america",19950,18700,"Wed Feb 11 2015 01:30:00 GMT-0800 (PST)",2015-02-11
2012,"Ram","1500","SLT","Quad Cab","Automatic","1c6rd6gp1cs193311","va",43,18396,"red","gray","va cars inc",19750,20500,"Thu Feb 19 2015 09:35:00 GMT-0800 (PST)",2015-02-19
2012,"Ram","1500","ST","Crew Cab","Automatic","1c6rd6ktxcs169433","tx",42,62027,"burgundy","black","remktgedge / cars / carfinance capital llc",19800,18200,"Wed May 27 2015 03:00:00 GMT-0700 (PDT)",2015-05-27
2012,"Ram","1500","ST","Crew Cab","Automatic","1c6rd6ktxcs169433","fl",39,62037,"burgundy","black","tdaf remarketing",19450,20700,"Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)",2015-06-02
2012,"Ram","1500","Sport","Crew Cab","Other","1c6rd6mt2cs281933","la",32,44004,"black","black","la terre federal credit union",23200,21000,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)",2015-02-11
2012,"Ram","1500","Sport","Crew Cab","Automatic","1c6rd6mt2cs281933","fl",38,44253,"black","black","remarketing by ge/sw1 remarketing",23200,23200,"Tue Mar 10 2015 04:05:00 GMT-0700 (PDT)",2015-03-10
2012,"Ram","1500","ST","Quad Cab","Other","1c6rd7fp3cs170507","qc",43,68318,"gray","black","ari",17100,17200,"Tue Dec 23 2014 10:00:00 GMT-0800 (PST)",2014-12-23
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd7fp3cs170507","oh",42,43155,"gray","black","stratton auto sales inc",19050,17100,"Tue Feb 17 2015 01:30:00 GMT-0800 (PST)",2015-02-17
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd7ft6cs274700","ne",29,85441,"white","gray","enterprise vehicle exchange/davenport",18950,16200,"Thu Jan 08 2015 02:30:00 GMT-0800 (PST)",2015-01-08
2012,"Ram","1500","ST","Quad Cab","Automatic","1c6rd7ft6cs274700","ne",29,85446,"white","gray","enterprise vehicle exchange/davenport",19700,13200,"Thu Jan 22 2015 02:30:00 GMT-0800 (PST)",2015-01-22
2012,"Ram","1500","ST","Crew Cab","Automatic","1c6rd7kt5cs325920","tx",37,27065,"gold","gray","mid city mcandrew motors",24300,20100,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)",2014-12-18
2012,"Ram","1500","ST","Crew Cab","Automatic","1c6rd7kt5cs325920","tx",28,27231,"gold","gray","mid city mcandrew motors",24400,27800,"Thu Feb 12 2015 03:00:00 GMT-0800 (PST)",2015-02-12
2012,"Ram","1500","SLT","Crew Cab","Automatic","1c6rd7lpxcs278305","mo",35,86738,"red","gray","wholesale inc # 2",17050,18800,"Wed Jan 21 2015 02:30:00 GMT-0800 (PST)",2015-01-21
2012,"Ram","1500","SLT","Crew Cab","Automatic","1c6rd7lpxcs278305","mo",27,94714,"red","black","fiserv/security national automotive accept corp",17450,16200,"Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)",2015-06-17
2012,"Ram","1500","Laramie","Crew Cab","Automatic","1c6rd7nt5cs217972","nv",5,70248,"white","black","unique autos",27400,28200,"Fri Feb 27 2015 04:00:00 GMT-0800 (PST)",2015-02-27
2012,"Ram","1500","Laramie","Crew Cab","Automatic","1c6rd7nt5cs217972","nv",5,70251,"white","black","unique autos",27400,28300,"Fri Mar 06 2015 03:45:00 GMT-0800 (PST)",2015-03-06
2012,"Ram","1500","Laramie Longhorn Edition","Crew Cab","Automatic","1c6rd7pt4cs206488","tx",27,60540,"silver","brown","santander consumer",28100,28000,"Wed Jan 21 2015 02:30:00 GMT-0800 (PST)",2015-01-21
2012,"Ram","1500","Laramie Longhorn Edition","Crew Cab","Automatic","1c6rd7pt4cs206488","ca",37,60568,"silver","brown","reliance motors llc",28000,30000,"Thu Feb 05 2015 04:00:00 GMT-0800 (PST)",2015-02-05
2013,"Ram","1500","Tradesman","Quad Cab","Automatic","1c6rr6fg7ds549863","tx",37,44981,"white","gray","chrysler capital",15200,18400,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)",2015-03-04
2013,"Ram","1500","Tradesman","Quad Cab","Automatic","1c6rr6fg7ds549863","fl",41,44998,"white","gray","tdaf remarketing",14950,21200,"Tue Mar 10 2015 02:00:00 GMT-0700 (PDT)",2015-03-10
2013,"Ram","1500","Tradesman","Quad Cab","Automatic","1c6rr6ft3ds628217","tx",29,22563,"black","black","chrysler capital",19450,20100,"Wed Jan 07 2015 10:00:00 GMT-0800 (PST)",2015-01-07
2013,"Ram","1500","Tradesman","Quad Cab","Automatic","1c6rr6ft3ds628217","tx",27,23141,"black","Unknown","tdaf remarketing",20700,19800,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)",2015-02-18
2013,"Ram","1500","SLT","Quad Cab","Other","1c6rr6gp3ds660022","ca",25,45244,"white","gray","exeter finance corp",18850,17200,"Thu Feb 12 2015 04:00:00 GMT-0800 (PST)",2015-02-12
2013,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gp3ds660022","ca",27,45267,"white","gray","high bid trading co inc",18800,18500,"Wed Feb 18 2015 04:15:00 GMT-0800 (PST)",2015-02-18
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt0es298441","tn",2,24467,"white","gray","enterprise vehicle exchange/franklin",21700,13200,"Tue Feb 03 2015 02:00:00 GMT-0800 (PST)",2015-02-03
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt0es298441","ga",41,24659,"white","gray","young motors llc",22000,20900,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)",2015-03-03
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt2es416246","ca",1,11609,"red","gray","enterprise vehicle exchange / tra / rental / tulsa",22300,17200,"Tue Jan 27 2015 04:00:00 GMT-0800 (PST)",2015-01-27
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt2es416246","az",19,11727,"red","gray","meridian remarketing",22900,19200,"Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)",2015-06-04
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt3es278300","az",47,15749,"red","black","onesource/southwest remarketing",23400,24100,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)",2015-02-19
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt3es278300","tx",44,16282,"red","black","bravo cadillac hummer",24100,25000,"Thu Jun 11 2015 05:00:00 GMT-0700 (PDT)",2015-06-11
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt7es256980","ga",36,30799,"red","black","enterprise veh exchange/rental",20800,20600,"Tue Jan 13 2015 09:30:00 GMT-0800 (PST)",2015-01-13
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr6gt7es256980","ga",44,31168,"red","gray","carworks inc",21600,21600,"Tue Feb 17 2015 01:30:00 GMT-0800 (PST)",2015-02-17
2013,"Ram","1500","Tradesman","Crew Cab","Other","1c6rr6kt1ds562983","nj",35,30742,"Unknown","gray","chrysler capital",20900,21000,"Wed Dec 31 2014 09:30:00 GMT-0800 (PST)",2014-12-31
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr6kt1ds562983","tx",29,30750,"burgundy","gray","music city autoplex llc",19950,23000,"Wed Jan 21 2015 02:20:00 GMT-0800 (PST)",2015-01-21
2014,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr6kt5es173040","fl",19,17995,"black","black","chrysler capital",23900,21400,"Wed Feb 04 2015 01:05:00 GMT-0800 (PST)",2015-02-04
2014,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr6kt5es173040","fl",24,18019,"black","gray","florida auto financial group",23300,22600,"Tue Feb 17 2015 01:30:00 GMT-0800 (PST)",2015-02-17
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr6kt6ds603169","mn",35,6564,"blue","gray","santander consumer",25100,23200,"Thu Jun 04 2015 03:45:00 GMT-0700 (PDT)",2015-06-04
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr6kt6ds603169","tx",42,8027,"blue","gray","katy kars",24700,25300,"Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)",2015-06-18
2014,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr6lt5es222266","tx",32,13308,"red","black","stanley chrysler - dodge - jeep - gatesville",25900,24800,"Wed Jan 14 2015 02:20:00 GMT-0800 (PST)",2015-01-14
2014,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr6lt5es222266","tx",41,13457,"red","black","graff chevrolet company",23400,27200,"Thu Feb 26 2015 03:00:00 GMT-0800 (PST)",2015-02-26
2014,"Ram","1500","Laramie","Crew Cab","Automatic","1c6rr6nt6es197892","ga",38,4762,"burgundy","gray","wells fargo dealer services",32800,31600,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)",2014-12-18
2014,"Ram","1500","Laramie","Crew Cab","Automatic","1c6rr6nt6es197892","tn",44,4909,"red","gray","wholesale inc # 2",32300,33250,"Wed Dec 31 2014 10:30:00 GMT-0800 (PST)",2014-12-31
2013,"Ram","1500","Tradesman","Quad Cab","Automatic","1c6rr7ft3ds719087","mi",37,15871,"black","gray","remarketing by ge/cornerstone comm financial fcu",23600,23500,"Thu Jan 29 2015 01:30:00 GMT-0800 (PST)",2015-01-29
2013,"Ram","1500","Tradesman","Quad Cab","Automatic","1c6rr7ft3ds719087","oh",43,15878,"black","gray","wholesale inc # 2",23600,25300,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2013,"Ram","1500","SLT","Quad Cab","Other","1c6rr7gp5ds641512","in",36,42660,"black","gray","gm financial",22300,21900,"Thu May 21 2015 03:10:00 GMT-0700 (PDT)",2015-05-21
2013,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gp5ds641512","tn",32,42662,"black","gray","sullivan auto group llc",22300,23600,"Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)",2015-06-03
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gt1es479294","pa",1,5333,"white","gray","enterprise veh exchange/rental",27000,20500,"Wed Jan 28 2015 04:00:00 GMT-0800 (PST)",2015-01-28
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gt1es479294","pa",19,5335,"white","gray","eurotake llc",25700,22000,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)",2015-02-18
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gt7es239375","nj",2,9955,"red","gray","enterprise veh exchange/rental",27000,22200,"Wed Jan 14 2015 01:30:00 GMT-0800 (PST)",2015-01-14
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gt7es239375","nj",32,9978,"red","gray","nedal's inc",26600,24500,"Wed Feb 11 2015 01:30:00 GMT-0800 (PST)",2015-02-11
2014,"Ram","1500","SLT","Quad Cab","Other","1c6rr7gt9es315307","tn",1,27336,"black","Unknown","enterprise vehicle exchange/franklin",25000,21000,"Tue May 26 2015 03:00:00 GMT-0700 (PDT)",2015-05-26
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gt9es315307","ga",44,27403,"blue","gray","young motors llc",25400,25100,"Thu Jun 11 2015 02:45:00 GMT-0700 (PDT)",2015-06-11
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gtxes280048","nv",43,29201,"white","gray","enterprise veh exchange/rental",26300,26750,"Fri Mar 06 2015 04:00:00 GMT-0800 (PST)",2015-03-06
2014,"Ram","1500","SLT","Quad Cab","Automatic","1c6rr7gtxes280048","nv",39,29278,"white","gray","bill pearce courtesy honda",27200,26200,"Fri Jun 12 2015 04:45:00 GMT-0700 (PDT)",2015-06-12
2014,"Ram","1500","SLT","Quad Cab","Other","1c6rr7gtxes384653","pa",35,4899,"black","gray","tdaf remarketing",27100,26800,"Fri Jan 23 2015 01:00:00 GMT-0800 (PST)",2015-01-23
2014,"Ram","1500","SLT","Quad Cab","Other","1c6rr7gtxes384653","pa",28,5183,"black","black","tdaf remarketing",27900,24400,"Fri Mar 06 2015 01:00:00 GMT-0800 (PST)",2015-03-06
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt3ds664923","mi",42,31792,"black","gray","chrysler capital",25000,24700,"Thu Feb 12 2015 01:30:00 GMT-0800 (PST)",2015-02-12
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt3ds664923","tn",38,31809,"black","gray","sullivan auto group llc",25300,26000,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt4ds521480","mi",44,27056,"silver","gray","chrysler capital",24700,24200,"Thu Jan 29 2015 01:30:00 GMT-0800 (PST)",2015-01-29
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt4ds521480","tn",4,27065,"silver","gray","wholesale inc # 2",25100,26800,"Wed Feb 11 2015 02:30:00 GMT-0800 (PST)",2015-02-11
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt5ds505756","mi",5,14782,"silver","gray","chrysler capital",25700,25300,"Thu Jan 29 2015 01:30:00 GMT-0800 (PST)",2015-01-29
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt5ds505756","tn",48,14786,"silver","gray","wholesale inc # 2",26000,26900,"Wed Feb 11 2015 02:30:00 GMT-0800 (PST)",2015-02-11
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt5ds683070","mi",43,17239,"gray","gray","chrysler capital",26600,24600,"Thu Feb 26 2015 01:30:00 GMT-0800 (PST)",2015-02-26
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7kt5ds683070","tn",41,17244,"Unknown","gray","wholesale inc # 2",27000,26000,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2013,"Ram","1500","Tradesman","Crew Cab","Other","1c6rr7ktxds531916","mi",39,23719,"white","gray","chrysler capital",26700,24700,"Thu May 21 2015 02:30:00 GMT-0700 (PDT)",2015-05-21
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7ktxds531916","tn",4,23728,"white","gray","wholesale inc # 2",26300,26000,"Wed May 27 2015 03:30:00 GMT-0700 (PDT)",2015-05-27
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7ktxds723093","mi",44,18454,"white","gray","chrysler capital",25400,24300,"Thu Jan 22 2015 01:30:00 GMT-0800 (PST)",2015-01-22
2013,"Ram","1500","Tradesman","Crew Cab","Automatic","1c6rr7ktxds723093","oh",41,18460,"white","gray","wholesale inc # 2",25600,25900,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2014,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr7lg8es202151","mi",46,15163,"black","gray","chrysler capital",28100,28300,"Thu Feb 12 2015 01:30:00 GMT-0800 (PST)",2015-02-12
2014,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr7lg8es202151","fl",44,15243,"black","gray","affinity automotive repairs & sales inc",28000,29000,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)",2015-03-03
2013,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr7lt3ds714010","in",46,23177,"white","brown","chrysler capital",28000,27400,"Thu Jun 11 2015 03:10:00 GMT-0700 (PDT)",2015-06-11
2013,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr7lt3ds714010","tn",39,23183,"white","brown","sullivan auto group llc",27900,28500,"Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)",2015-06-17
2013,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr7ltxds570844","tn",47,56079,"Unknown","gray","midtown motors",23700,22700,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2013,"Ram","1500","SLT","Crew Cab","Automatic","1c6rr7ltxds570844","tn",41,58401,"Unknown","gray","gary mathews motors  inc.",24800,23000,"Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)",2015-06-17
2014,"Ram","1500","Sport","Crew Cab","Automatic","1c6rr7mt7es145808","ca",44,26289,"white","black","lbs financial credit union",31900,33250,"Wed Jan 28 2015 04:30:00 GMT-0800 (PST)",2015-01-28
2014,"Ram","1500","Sport","Crew Cab","Other","1c6rr7mt7es145808","ca",36,26353,"white","black","aaero sweet company",32400,34500,"Thu Feb 19 2015 03:30:00 GMT-0800 (PST)",2015-02-19
2014,"Ram","1500","Laramie","Crew Cab","Automatic","1c6rr7nmxes414469","tx",49,17814,"white","black","ford-lincoln dealer program",43000,42900,"Thu Jan 29 2015 02:30:00 GMT-0800 (PST)",2015-01-29
2014,"Ram","1500","Laramie","Crew Cab","Automatic","1c6rr7nmxes414469","il",46,20725,"white","black","huffines chrysler jeep dodge lewisville",42500,39500,"Tue May 26 2015 03:30:00 GMT-0700 (PDT)",2015-05-26
2008,"Dodge","Ram Pickup 1500","SLT","Regular Cab","Automatic","1d3hu18268j106114","ca",25,135069,"silver","gray","wells fargo dealer services",12200,10600,"Thu Jan 08 2015 12:00:00 GMT-0800 (PST)",2015-01-08
2008,"Dodge","Ram Pickup 1500","SLT","Regular Cab","Automatic","1d3hu18268j106114","ca",35,135181,"silver","gray","aaero sweet company",10900,11500,"Wed Jan 28 2015 04:15:00 GMT-0800 (PST)",2015-01-28
2007,"Dodge","Grand Caravan","SE","Minivan","Automatic","1d4gp24r37b167324","ca",19,116939,"silver","gray","veros credit",3000,2400,"Wed Dec 31 2014 12:30:00 GMT-0800 (PST)",2014-12-31
2007,"Dodge","Grand Caravan","SE","Minivan","Automatic","1d4gp24r37b167324","ca",2,116977,"silver","gray","tradewinds remarketing",2950,2650,"Wed Feb 04 2015 04:30:00 GMT-0800 (PST)",2015-02-04
2005,"Dodge","Grand Caravan","SE","Minivan","Automatic","1d4gp24r75b227151","mo",19,110293,"blue","gray","auto loan acceptance corp",2300,2400,"Tue Jan 27 2015 03:00:00 GMT-0800 (PST)",2015-01-27
2005,"Dodge","Grand Caravan","SE","Minivan","Automatic","1d4gp24r75b227151","mo",23,110297,"blue","gray","primeritus remarketing/gateway affordable motors",2400,3200,"Tue Feb 17 2015 03:00:00 GMT-0800 (PST)",2015-02-17
2005,"Dodge","Durango","SXT","Suv","Automatic","1d4hb38n85f570835","pa",1,127874,"blue","gray","dt credit corporation",2750,800,"Tue Feb 03 2015 05:01:00 GMT-0800 (PST)",2015-02-03
2005,"Dodge","Durango","SXT","Suv","Automatic","1d4hb38n85f570835","pa",3,127875,"blue","gray","coast auto group inc",2550,700,"Tue Feb 17 2015 05:01:00 GMT-0800 (PST)",2015-02-17
2006,"Dodge","Durango","SXT","Suv","Automatic","1d4hd38n36f125043","ga",19,127980,"gray","gray","santander consumer",3325,2600,"Tue Jan 13 2015 09:30:00 GMT-0800 (PST)",2015-01-13
2006,"Dodge","Durango","SXT","Suv","Automatic","1d4hd38n36f125043","ga",24,127985,"gray","gray","tdaf remarketing",3400,3400,"Thu Mar 05 2015 02:00:00 GMT-0800 (PST)",2015-03-05
2003,"Dodge","Durango","SLT Plus","Suv","Other","1d4hr58z43f603983","nv",34,91232,"white","black","cag acceptance",2350,3500,"Wed Dec 31 2014 12:15:00 GMT-0800 (PST)",2014-12-31
2003,"Dodge","Durango","SLT Plus","Suv","Automatic","1d4hr58z43f603983","az",19,91235,"white","black","camelback finance co",2625,3000,"Thu Feb 12 2015 03:00:00 GMT-0800 (PST)",2015-02-12
2003,"Dodge","Durango","SLT","Suv","Automatic","1d4hs48z43f579960","pa",35,76393,"silver","Unknown","jim johnsons sons fine cars inc",3850,5100,"Fri Dec 19 2014 09:30:00 GMT-0800 (PST)",2014-12-19
2003,"Dodge","Durango","SLT","Suv","Other","1d4hs48z43f579960","pa",37,76481,"silver","gray","remarketing by ge/manheim pennsylvania",3775,4500,"Fri Feb 06 2015 01:00:00 GMT-0800 (PST)",2015-02-06
2010,"Dodge","Nitro","SE Fleet","Suv","Automatic","1d4pt2gk2aw108209","ca",49,76043,"white","gray","fiat of ontario",9200,11250,"Wed Jan 28 2015 04:15:00 GMT-0800 (PST)",2015-01-28
2010,"Dodge","Nitro","SE Fleet","Suv","Automatic","1d4pt2gk2aw108209","ca",49,76118,"white","gray","remarketing by ge/manheim california",9225,8800,"Wed Feb 18 2015 04:30:00 GMT-0800 (PST)",2015-02-18
2011,"Dodge","Nitro","SE Fleet","Suv","Automatic","1d4pt2gkxbw510013","fl",37,83578,"silver","black","napletons north palm auto park inc",9275,7000,"Thu May 28 2015 02:28:00 GMT-0700 (PDT)",2015-05-28
2011,"Dodge","Nitro","SE Fleet","Suv","Automatic","1d4pt2gkxbw510013","fl",42,83676,"silver","black","alternative enterprises inc",9650,10000,"Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)",2015-06-16
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk1bw589700","oh",38,46958,"white","gray","southern auto finance co/ft. lauderdale",12850,11200,"Thu Jan 22 2015 01:00:00 GMT-0800 (PST)",2015-01-22
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk1bw589700","tn",4,46962,"white","black","sullivan auto group llc",12750,13200,"Wed Jan 28 2015 02:30:00 GMT-0800 (PST)",2015-01-28
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk2bw528727","tx",4,73233,"silver","black","rudolph honda",10750,11300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)",2014-12-18
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk2bw528727","tx",37,73253,"silver","black","remarketing by ge/manheim el paso",10900,12600,"Thu Feb 05 2015 04:00:00 GMT-0800 (PST)",2015-02-05
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk4bw600835","il",39,62983,"silver","gray","pra receivables management llc",11700,10600,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)",2014-12-18
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk4bw600835","il",38,62985,"silver","black","pra receivables management llc",11550,9900,"Thu Jan 29 2015 02:00:00 GMT-0800 (PST)",2015-01-29
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk4bw600835","il",41,63020,"gray","black","tdaf remarketing",11800,11800,"Tue Feb 17 2015 02:00:00 GMT-0800 (PST)",2015-02-17
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk5bw546347","fl",35,67825,"black","black","gm financial",11200,10100,"Wed Jan 28 2015 01:10:00 GMT-0800 (PST)",2015-01-28
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk5bw546347","fl",27,67838,"black","black","sullivan auto group llc",11400,12400,"Thu Feb 12 2015 01:40:00 GMT-0800 (PST)",2015-02-12
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk9bw605254","nv",43,36392,"red","black","pra recievables management llc",14100,15000,"Fri Feb 27 2015 04:00:00 GMT-0800 (PST)",2015-02-27
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pt4gk9bw605254","nv",47,36398,"red","black","unique autos",14250,15300,"Fri Mar 06 2015 03:45:00 GMT-0800 (PST)",2015-03-06
2010,"Dodge","Nitro","SE Fleet","Suv","Automatic","1d4pu2gk9aw126462","nc",38,92908,"silver","gray","t & k enterprises of mt airy inc",9025,9400,"Tue Jan 27 2015 02:00:00 GMT-0800 (PST)",2015-01-27
2010,"Dodge","Nitro","SE Fleet","Suv","Automatic","1d4pu2gk9aw126462","nc",28,93137,"silver","gray","meridian remarketing",9275,8600,"Tue Feb 17 2015 01:15:00 GMT-0800 (PST)",2015-02-17
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pu4gk2bw542074","pa",42,49087,"white","black","tri county chrysler dodge jeep ram",16000,14900,"Fri May 22 2015 02:00:00 GMT-0700 (PDT)",2015-05-22
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pu4gk2bw542074","tn",38,49090,"white","gray","wholesale inc # 2",15800,15800,"Wed May 27 2015 03:30:00 GMT-0700 (PDT)",2015-05-27
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pu4gk2bw598452","in",43,21532,"silver","black","santander consumer",16300,16300,"Tue Dec 30 2014 10:10:00 GMT-0800 (PST)",2014-12-30
2011,"Dodge","Nitro","Heat","Suv","Automatic","1d4pu4gk2bw598452","pa",48,22056,"silver","black","parkway nissan lincoln mercury",16350,17600,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)",2015-02-11
2011,"Dodge","Durango","Crew","Suv","Automatic","1d4rd4gg9bc623627","in",26,61108,"gold","black","kentucky telco credit union",16900,15000,"Thu Feb 19 2015 02:10:00 GMT-0800 (PST)",2015-02-19
2011,"Dodge","Durango","Crew","Suv","Automatic","1d4rd4gg9bc623627","tn",31,61117,"white","black","sullivan auto group llc",16300,16600,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2011,"Dodge","Durango","Crew","Suv","Automatic","1d4se4gt5bc746627","tx",21,54456,"gray","gray","music city autoplex llc",20800,17500,"Wed Jul 08 2015 07:20:00 GMT-0700 (PDT)",2015-07-08
2011,"Dodge","Durango","Crew","Suv","Automatic","1d4se4gt5bc746627","tx",21,54456,"gray","gray","music city autoplex llc",20800,19000,"Wed Jul 08 2015 07:20:00 GMT-0700 (PDT)",2015-07-08
2011,"Dodge","Durango","Citadel","Suv","Other","1d4se5gt4bc710725","pa",5,48224,"gray","black","smith haven chrysler jeep dodge",26100,27200,"Fri Feb 13 2015 01:30:00 GMT-0800 (PST)",2015-02-13
2011,"Dodge","Durango","Citadel","Suv","Automatic","1d4se5gt4bc710725","wi",37,48269,"gray","black","wilde chrysler jeep dodge",25500,26500,"Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)",2015-06-03
